165.52861731190000000000	144.58677845750000000000	-113.34627366490000000000
178.90739955120000000000	159.75367182350000000000	-131.08568231580000000000
140.06661649230000000000	145.24246923260000000000	-119.77198722320000000000
143.88485748500000000000	143.34726051320000000000	-111.21341961380000000000
156.32087925070000000000	151.28641864710000000000	-124.04465235690000000000
148.40202439730000000000	148.30813711970000000000	-121.61945402770000000000
189.66639945310000000000	150.67613360190000000000	-125.68580268850000000000
145.28876505620000000000	139.86051751080000000000	-106.95715300320000000000
164.91333469470000000000	128.99694907930000000000	-112.12124664340000000000
156.58964819770000000000	129.74196474250000000000	-106.06820544880000000000
170.42776804620000000000	132.91707389930000000000	-115.53822773710000000000
173.95492652180000000000	144.50328056950000000000	-116.36900472560000000000
181.91849196230000000000	159.32313174700000000000	-127.07868320460000000000
169.34229469380000000000	138.14029303810000000000	-113.48112023830000000000
181.47378648390000000000	156.57363798880000000000	-123.94595961080000000000
184.79348196810000000000	155.26439415020000000000	-123.69006443150000000000
160.40807911580000000000	137.91413033080000000000	-109.11841589390000000000
159.25301584590000000000	151.38854322480000000000	-120.72918144370000000000
160.69593708510000000000	134.07066192010000000000	-108.52955925080000000000
151.06469428760000000000	147.32826363320000000000	-115.88245714750000000000
175.59424168110000000000	137.83041056760000000000	-118.17911596440000000000
188.34650966160000000000	150.68000826530000000000	-124.67635959490000000000
150.11091350340000000000	135.96482886470000000000	-105.03457246060000000000
166.70045550110000000000	151.80648535030000000000	-119.16040164470000000000
158.92910842780000000000	122.47619554970000000000	-109.46312516660000000000
160.73992710580000000000	148.25004882980000000000	-115.44425491620000000000
154.08328063810000000000	144.44731153170000000000	-111.58297629250000000000
163.93540449580000000000	153.91013386340000000000	-124.75695004590000000000
171.30457548140000000000	147.56105040650000000000	-116.34765319350000000000
